rank,company_name,website,final_career_url,verified,Citation
53,Albertsons,www.albertsonscompanies.com,https://www.albertsonscompanies.com/careers,False,Suggested URL not accessible: https://www.albertsonscompanies.com/careers
54,Sysco,www.sysco.com,https://careers.sysco.com/en,True,The URL leads directly to the job listings page for Sysco and is accessible.
55,RTX,www.rtx.com,https://careers.rtx.com/global/en,True,The URL leads directly to the job listings page for RTX and is accessible.
56,General Electric,www.ge.com,https://www.geaerospace.com/company/careers,True,This URL leads directly to General Electric's career page where job listings are available. (Redirects to: https://www.geaerospace.com/company/careers)
57,Lockheed Martin,www.lockheedmartin.com,https://www.lockheedmartin.com/en-us/careers/index.html,True,"The current URL redirects to a general careers page, but the provided URL leads directly to the job listings and is accessible."
58,American Express,www.americanexpress.com,https://www.americanexpress.com/en-us/careers/,True,The URL leads directly to the American Express career page where job listings are shown and is accessible. (Redirects to: https://www.americanexpress.com/en-us/careers/)
59,Caterpillar,www.caterpillar.com,https://www.caterpillar.com/en/careers.html,False,Suggested URL not accessible: https://www.caterpillar.com/en/careers.html
60,MetLife,www.metlife.com,https://www.metlifecareers.com/en_US/ml,True,The URL leads directly to MetLife's career page where job listings are available. (Redirects to: https://www.metlifecareers.com/en_US/ml)
61,HCA Healthcare,www.hcahealthcare.com,https://careers.hcahealthcare.com,False,Suggested URL not accessible: https://careers.hcahealthcare.com
62,Progressive,www.progressive.com,https://progressive.com/careers,False,Suggested URL not accessible: https://progressive.com/careers
63,IBM,www.ibm.com,https://www.ibm.com/careers,True,The URL leads directly to IBM's career page where job listings are shown and is accessible.
64,Deere,www.deere.com,https://careers.deere.com/careers,True,"The URL leads directly to the job listings page for Deere, confirming it is accessible and correct."
65,Nvidia,www.nvidia.com,https://www.nvidia.com/en-us/about-nvidia/careers/,True,"The current URL redirects to a general careers page, but the correct URL for job listings is accessible and leads directly to the job search page."
66,StoneX Group,www.stonex.com,https://www.stonex.com/careers/,False,Suggested URL not accessible: https://www.stonex.com/careers/
67,Merck,www.merck.com,https://jobs.merck.com/us/en,True,This URL leads directly to Merck's career page where job listings are available. (Redirects to: https://jobs.merck.com/us/en)
68,ConocoPhillips,www.conocophillips.com,https://careers.conocophillips.com/,True,The URL leads directly to the job listings page for ConocoPhillips and is accessible. (Redirects to: https://careers.conocophillips.com/)
69,Pfizer,www.pfizer.com,https://www.pfizer.com/about/careers,True,"The URL leads directly to Pfizer's job listings page, which is accessible and matches the company's actual career page. (Redirects to: https://www.pfizer.com/about/careers)"
70,Delta Air Lines,www.delta.com,https://www.delta.com/us/en/careers,False,Suggested URL not accessible: https://www.delta.com/us/en/careers
71,TD Synnex,www.tdsynnex.com,https://careers.tdsynnex.com/us/en,True,The URL leads directly to the job listings page for TD Synnex and is accessible.
72,Publix Super Markets,www.publix.com,https://jobs.publix.com/,True,This URL leads directly to Publix's career page where job listings are available. (Redirects to: https://jobs.publix.com/)
73,Allstate,www.allstate.com,https://www.allstatecorporation.com/careers.aspx,True,This URL leads directly to Allstate's career page where job listings are available. (Redirects to: https://www.allstatecorporation.com/careers.aspx)
74,Cisco Systems,www.cisco.com,https://careers.cisco.com/global/en,True,The URL leads directly to the job listings page for Cisco Systems and is accessible.
75,Nationwide,www.nationwide.com,https://www.nationwide.com/personal/about-us/careers/,True,The URL leads directly to the job search page for Nationwide and is accessible. (Redirects to: https://www.nationwide.com/personal/about-us/careers/)
76,Charter Communications,www.charter.com,https://jobs.charter.com,False,Suggested URL not accessible: https://jobs.charter.com
77,AbbVie,www.abbvie.com,https://www.abbvie.com/careers.html,False,Suggested URL not accessible: https://www.abbvie.com/careers.html
78,New York Life Insurance,www.newyorklife.com,https://careers.newyorklife.com/careers,True,The URL leads directly to the job listings page for New York Life Insurance and is accessible.
79,Intel,www.intel.com,https://intel.wd1.myworkdayjobs.com/en-US/External,True,"The provided URL is the direct career page for Intel, leading to job listings and is accessible."
80,TJX,www.tjx.com,https://jobs.tjx.com/global/en,True,This URL leads directly to the job listings page for TJX and is accessible. (Redirects to: https://jobs.tjx.com/global/en)
81,Prudential Financial,www.prudential.com,https://www.prudential.com/careers,True,This URL leads directly to Prudential Financial's career page where job listings are available.
82,HP,www.hp.com,https://jobs.hp.com,False,Suggested URL not accessible: https://jobs.hp.com
83,United Airlines Holdings,www.united.com,https://careers.united.com/us/en,True,"The URL leads directly to the job search page for United Airlines, displaying current job listings."
84,Performance Food Group,www.pfgc.com,https://www.pfgc.com/careers,True,This URL leads directly to the job listings page for Performance Food Group and is accessible.
85,Tyson Foods,www.tysonfoods.com,https://www.tysonfoods.com/careers,True,This URL leads directly to Tyson Foods' career page where job listings are available.
86,American Airlines Group,www.aa.com,https://jobs.aa.com/search/,True,The URL leads directly to the job search page for American Airlines Group and is accessible.
87,Liberty Mutual Insurance Group,www.libertymutual.com,https://www.libertymutualgroup.com/about-lm/careers/overview,True,This URL leads directly to the job search page for Liberty Mutual Insurance Group and is accessible. (Redirects to: https://www.libertymutualgroup.com/about-lm/careers/overview)
88,Nike,investors.nike.com,https://careers.nike.com/,True,The URL leads directly to Nike's job listings page and is accessible.
89,Oracle,www.oracle.com,https://careers.oracle.com/en/sites/jobsearch,True,"The URL leads directly to the job search page for Oracle, displaying job listings as required."
90,Enterprise Products Partners,www.enterpriseproducts.com,https://www.enterpriseproducts.com/careers/,True,The URL leads directly to the job listings page for Enterprise Products Partners and is accessible.
91,Capital One Financial,www.capitalone.com,https://www.capitalone.com/careers,False,Suggested URL not accessible: https://www.capitalone.com/careers
92,Plains GP Holdings,www.plains.com,https://www.plains.com/careers,True,The URL leads directly to the job listings page on the Plains GP Holdings website.
93,World Kinect,www.world-kinect.com,https://www.world-kinect.com/careers,True,This URL leads directly to the job listings page for World Kinect and is accessible.
94,AIG,www.aig.com,https://careers.aig.com/en,False,Suggested URL not accessible: https://careers.aig.com/en
95,Coca-Cola,www.coca-colacompany.com,https://www.coca-colacompany.com/careers,True,The URL leads directly to Coca-Cola's official careers page where job listings are available.
96,TIAA,www.tiaa.org,https://careers.tiaa.org/,True,The URL leads directly to TIAA's job listings page and is accessible. (Redirects to: https://careers.tiaa.org/)
97,CHS,www.chsinc.com,https://careers.chsinc.com/,True,The URL leads directly to the job listings page for CHS and is accessible. (Redirects to: https://careers.chsinc.com/)
98,Bristol-Myers Squibb,www.bms.com,https://careers.bms.com/en,False,Suggested URL not accessible: https://careers.bms.com/en
99,Dow,www.dow.com,https://corporate.dow.com/en-us/careers,True,The URL leads directly to Dow's job search page where job listings are shown. (Redirects to: https://corporate.dow.com/en-us/careers)
100,Best Buy,www.investors.bestbuy.com,https://jobs.bestbuy.com/bby,True,The URL leads directly to Best Buy's job listings page and is accessible. (Redirects to: https://jobs.bestbuy.com/bby)
101,Thermo Fisher Scientific,www.thermofisher.com,https://jobs.thermofisher.com/global/en,True,The URL leads directly to the job listings page for Thermo Fisher Scientific and is accessible.
102,Massachusetts Mutual Life Insurance,www.massmutual.com,https://careers.massmutual.com/,True,The URL leads directly to the job listings page for Massachusetts Mutual Life Insurance and is accessible.
103,USAA,www.usaa.com,https://www.usaa.com/inet/wc/careers,True,This URL leads directly to USAA's job listings page and is accessible.
104,General Dynamics,www.gd.com,https://www.gd.com/careers,True,This URL leads directly to the General Dynamics careers page where job listings are available.
105,Travelers,www.travelers.com,https://careers.travelers.com/,True,The URL leads directly to the job listings page for Travelers and is accessible. (Redirects to: https://careers.travelers.com/)
106,Warner Bros. Discovery,wbd.com,https://careers.wbd.com/global/en,True,The URL leads directly to the job listings page for Warner Bros. Discovery and is accessible.
107,U.S. Bancorp,www.usbank.com,https://careers.usbank.com/global/en,True,The URL leads directly to the job listings page for U.S. Bancorp and is accessible.
108,Abbott Laboratories,www.abbott.com,https://www.abbott.com/careers.html,True,This URL leads directly to Abbott Laboratories' career page where job listings are available.
109,Northrop Grumman,www.northropgrumman.com,https://www.northropgrumman.com/careers,True,This URL leads directly to Northrop Grumman's job listings page and is accessible. (Redirects to: https://www.northropgrumman.com/careers)
110,Northwestern Mutual,www.northwesternmutual.com,https://www.northwesternmutual.com/careers/,True,This URL leads directly to the job listings page for Northwestern Mutual and is accessible.
111,Dollar General,www.dollargeneral.com,https://careers.dollargeneral.com/,True,The URL leads directly to Dollar General's job listings page and is accessible. (Redirects to: https://careers.dollargeneral.com/)
112,PBF Energy,www.pbfenergy.com,https://www.pbfenergy.com/careers,False,Suggested URL not accessible: https://www.pbfenergy.com/careers
113,Uber Technologies,www.uber.com,https://www.uber.com/careers/,False,Suggested URL not accessible: https://www.uber.com/careers/
114,Honeywell International,www.honeywell.com,https://careers.honeywell.com/en-US,False,Suggested URL not accessible: https://careers.honeywell.com/en-US
115,Mondelez International,www.mondelezinternational.com,https://www.mondelezinternational.com:443/careers/,True,The URL leads directly to the job listings page for Mondelez International and is accessible. (Redirects to: https://www.mondelezinternational.com:443/careers/)
116,Starbucks,www.starbucks.com,https://careers.starbucks.com/,True,The URL leads directly to Starbucks' job listings page and is accessible. (Redirects to: https://careers.starbucks.com/)
117,Qualcomm,www.qualcomm.com,https://careers.qualcomm.com/careers,True,The URL leads directly to Qualcomm's job listings page and is accessible.
118,Broadcom,www.broadcom.com,https://www.broadcom.com/company/careers,True,This URL leads directly to Broadcom's career page where job listings are available.
119,US Foods Holding,www.usfoods.com,https://careers.usfoods.com/us/en,True,The URL leads directly to the job listings page for US Foods Holding and is accessible.
120,D.R. Horton,www.drhorton.com,https://www.drhorton.com/careers,True,This URL leads directly to the job listings page for D.R. Horton and is accessible.
121,Philip Morris International,www.pmi.com,https://www.pmi.com/careers/overview/,True,This URL leads directly to the job listings page for Philip Morris International and is accessible. (Redirects to: https://www.pmi.com/careers/overview/)
122,Paccar,www.paccar.com,https://www.paccar.com/careers,True,This URL leads directly to Paccar's career page where job listings are available.
123,Salesforce,www.salesforce.com,https://www.salesforce.com/company/careers/?bc=HL,True,"The URL leads directly to the job listings page for Salesforce, meeting all critical requirements. (Redirects to: https://www.salesforce.com/company/careers/?bc=HL)"
124,Nucor,www.nucor.com,https://nucor.com/careers/,True,This URL leads directly to Nucor's career page where job listings are available. (Redirects to: https://nucor.com/careers/)
125,Jabil,www.jabil.com,https://careers.jabil.com/,True,The URL leads directly to Jabil's career page where job listings are shown and is accessible.
126,Lennar,www.lennar.com,https://careers.lennar.com/,True,The URL leads directly to Lennar's job listings page and is accessible. (Redirects to: https://careers.lennar.com/)
127,Eli Lilly,www.lilly.com,https://careers.lilly.com/,False,Suggested URL not accessible: https://careers.lilly.com/
128,Molina Healthcare,www.molinahealthcare.com,https://careers.molinahealthcare.com/,True,The URL leads directly to Molina Healthcare's job listings page and is accessible. (Redirects to: https://careers.molinahealthcare.com/)
129,Cummins,www.cummins.com,https://careers.cummins.com/en/jobs,False,Suggested URL not accessible: https://careers.cummins.com/en/jobs
130,Bank of New York Mellon,www.bnymellon.com,https://www.bnymellon.com/en/careers,False,Suggested URL not accessible: https://www.bnymellon.com/en/careers
131,Netflix,www.netflix.com,https://jobs.netflix.com/,True,The URL leads directly to Netflix's job listings page and is accessible.
132,Truist Financial,www.truist.com,https://careers.truist.com/us/en,True,"The URL leads directly to the job search page for Truist Financial, displaying job listings and is accessible."
133,Arrow Electronics,www.arrow.com,https://careers.arrow.com/us/en,True,The URL leads directly to the job listings page for Arrow Electronics and is accessible.
134,3M,www.3m.com,https://www.3m.com/3M/en_US/careers-us/,False,Suggested URL not accessible: https://www.3m.com/3M/en_US/careers-us/
135,Visa,www.visa.com,https://jobs.visa.com,False,Suggested URL not accessible: https://jobs.visa.com
136,Apollo Global Management,www.apollo.com,https://www.apollo.com/careers,True,This URL leads directly to the job listings page for Apollo Global Management and is accessible.
137,HF Sinclair,www.hfsinclair.com,https://careers.hfsinclair.com/,True,The URL leads directly to the job listings page for HF Sinclair and is accessible. (Redirects to: https://careers.hfsinclair.com/)
138,CBRE Group,www.cbre.com,https://www.cbre.com/careers,False,Suggested URL not accessible: https://www.cbre.com/careers
139,PNC Financial Services Group,www.pnc.com,https://careers.pnc.com/global/en,True,The URL leads directly to the job search page for PNC Financial Services Group and is accessible.
140,Lithia Motors,investors.lithiadriveway.com,https://lithiamotors.com/careers,False,Suggested URL not accessible: https://lithiamotors.com/careers
141,CarMax,www.carmax.com,https://careers.carmax.com/us/en,True,The URL leads directly to the job listings page for CarMax and is accessible.
142,Paramount Global,www.paramount.com,https://careers.paramount.com/,True,The URL leads directly to the job listings page for Paramount Global and is accessible. (Redirects to: https://careers.paramount.com/)
143,Dollar Tree,www.dollartree.com,https://careers.dollartree.com/us/en,True,The URL leads directly to the job listings page for Dollar Tree and is accessible.
144,United Natural Foods,www.unfi.com,https://www.unfi.com/careers-home,True,This URL leads directly to the job listings page for United Natural Foods and is accessible. (Redirects to: https://www.unfi.com/careers-home)
145,PayPal Holdings,www.paypal.com,https://www.paypal.com/us/webapps/mpp/jobs,False,Suggested URL not accessible: https://www.paypal.com/us/webapps/mpp/jobs
146,Penske Automotive Group,www.penskeautomotive.com,https://www.penskeautomotive.com/careers,False,Suggested URL not accessible: https://www.penskeautomotive.com/careers
147,Hewlett Packard Enterprise,www.hpe.com,https://careers.hpe.com/us/en,True,The URL leads directly to the job listings page for Hewlett Packard Enterprise and is accessible.
148,Duke Energy,www.duke-energy.com,https://www.duke-energy.com/careers,False,Suggested URL not accessible: https://www.duke-energy.com/careers
149,Occidental Petroleum,www.oxy.com,https://www.oxy.com/careers,True,This URL leads directly to the job listings page for Occidental Petroleum and is accessible.
150,NRG Energy,www.nrg.com,https://www.nrg.com/careers.html,False,Suggested URL not accessible: https://www.nrg.com/careers.html
151,Amgen,www.amgen.com,https://careers.amgen.com/en,True,"The URL leads directly to the job search page for Amgen, displaying job listings and is accessible."
152,NextEra Energy,www.nexteraenergy.com,https://www.nexteraenergy.com/careers.html,True,This URL leads directly to the job listings page for NextEra Energy and is accessible. (Redirects to: https://www.nexteraenergy.com/careers.html)
153,Danaher,www.danaher.com,https://careers.danaher.com,False,Suggested URL not accessible: https://careers.danaher.com
154,Gilead Sciences,www.gilead.com,https://www.gilead.com/careers,True,The URL leads directly to Gilead Sciences' career page where job listings are available.
155,AutoNation,www.autonation.com,https://careers.autonation.com/us/en,True,The URL leads directly to the job listings page for AutoNation and is accessible.
156,Kraft Heinz,www.kraftheinzcompany.com,https://www.kraftheinzcompany.com/careers,False,Suggested URL not accessible: https://www.kraftheinzcompany.com/careers
157,Avnet,www.avnet.com,https://www.avnet.com/wps/portal/us/careers/,False,Suggested URL not accessible: https://www.avnet.com/wps/portal/us/careers/
158,Applied Materials,www.appliedmaterials.com,https://careers.appliedmaterials.com/careers,True,The URL leads directly to the job listings page for Applied Materials and is accessible. (Redirects to: https://careers.appliedmaterials.com/careers)
159,Southwest Airlines,www.southwest.com,https://careers.southwestair.com,True,"The URL is the official career page for Southwest Airlines, leading directly to job listings. (Redirects to: https://careers.southwestair.com)"
160,Charles Schwab,www.aboutschwab.com,https://www.schwab.com/careers,True,This URL leads directly to the job listings page for Charles Schwab and is accessible.
161,Baker Hughes,www.bakerhughes.com,https://careers.bakerhughes.com/,True,The URL leads directly to the job listings page for Baker Hughes and is accessible. (Redirects to: https://careers.bakerhughes.com/)
162,McDonald's,www.investor.mcdonalds.com,https://careers.mcdonalds.com/,True,The URL leads directly to McDonald's job listings page and is accessible.
163,Southern,www.southerncompany.com,https://southerncompany.jobs/,True,This URL leads directly to the job listings page for Southern Company and is accessible. (Redirects to: https://southerncompany.jobs/)
164,Mastercard,www.mastercard.com,https://careers.mastercard.com/us/en,True,The URL leads directly to the job listings page for Mastercard and is accessible.
165,Constellation Energy,www.constellationenergy.com,https://jobs.constellationenergy.com/careers-home/,True,This URL leads directly to the job search page for Constellation Energy and is accessible. (Redirects to: https://jobs.constellationenergy.com/careers-home/)
166,Hartford Financial Services Group,www.thehartford.com,https://www.thehartford.com/careers,False,Suggested URL not accessible: https://www.thehartford.com/careers
167,PG&E,www.pgecorp.com,https://www.pge.com/en_US/careers/careers.page,False,Suggested URL not accessible: https://www.pge.com/en_US/careers/careers.page
168,Coupang,www.aboutcoupang.com,https://careers.coupang.com,False,Suggested URL not accessible: https://careers.coupang.com
169,EOG Resources,www.eogresources.com,https://careers.eogresources.com/process_jobsearch.asp,True,The URL leads directly to the job search page for EOG Resources and is accessible. (Redirects to: https://careers.eogresources.com/process_jobsearch.asp)
170,Union Pacific,www.up.com,https://www.up.com/careers,True,This URL leads directly to Union Pacific's job listings page and is accessible.
171,Rite Aid,www.riteaid.com,https://content.riteaid.com/,True,This URL leads directly to the Rite Aid careers page where job listings are available. (Redirects to: https://content.riteaid.com/)
172,Macy's,www.macysinc.com,https://www.macysinc.com/careers,False,Suggested URL not accessible: https://www.macysinc.com/careers
173,Marriott International,www.marriott.com,https://careers.marriott.com/,True,The URL leads directly to Marriott International's job listings page and is accessible. (Redirects to: https://careers.marriott.com/)
174,Lear,www.lear.com,https://www.lear.com/careers,True,"This URL leads directly to the job listings page for Lear, matching the company's career page structure."
175,Genuine Parts,www.genpt.com,https://www.genpt.com/careers,False,Suggested URL not accessible: https://www.genpt.com/careers
176,Sherwin-Williams,www.sherwin.com,https://careers.sherwin-williams.com/us/en/home.html,True,The provided URL redirects to the correct job listings page for Sherwin-Williams.
177,Halliburton,www.halliburton.com,https://careers.halliburton.com/,True,The URL leads directly to Halliburton's job listings page and is accessible. (Redirects to: https://careers.halliburton.com/)
178,Freeport-McMoRan,www.fcx.com,https://www.fcx.com/careers,True,This URL leads directly to Freeport-McMoRan's career page where job listings are available.
179,Live Nation Entertainment,www.livenationentertainment.com,https://www.livenationentertainment.com/careers,False,Suggested URL not accessible: https://www.livenationentertainment.com/careers
180,Marsh & McLennan,www.marshmclennan.com,https://careers.marshmclennan.com/global/en,True,The URL leads directly to the job listings page for Marsh & McLennan and is accessible.
181,Advanced Micro Devices,www.amd.com,https://careers.amd.com/careers-home,True,The URL leads directly to the AMD careers page where job listings are shown.
182,First Citizens BancShares,www.firstcitizens.com,https://www.firstcitizens.com/careers,False,Suggested URL not accessible: https://www.firstcitizens.com/careers
183,WESCO International,www.wesco.com,https://www.wesco.com/careers,False,Suggested URL not accessible: https://www.wesco.com/careers
184,Carrier Global,www.corporate.carrier.com,https://www.corporate.carrier.com/careers,True,This URL leads directly to the Carrier Global careers page where job listings are available.
185,Cleveland-Cliffs,www.clevelandcliffs.com,https://careers.clevelandcliffs.com/,True,The URL leads directly to the job listings page for Cleveland-Cliffs and is accessible. (Redirects to: https://careers.clevelandcliffs.com/)
186,Block,www.block.xyz/,https://block.xyz/careers/jobs,True,This URL leads directly to the job listings page for Block and is accessible. (Redirects to: https://block.xyz/careers/jobs)
187,Exelon,www.exeloncorp.com,https://careers.exeloncorp.com/exelon-corporate/,True,The URL leads directly to Exelon's career page where job listings are shown and is accessible. (Redirects to: https://careers.exeloncorp.com/exelon-corporate/)
188,KKR,www.kkr.com,https://www.kkr.com/careers,True,This URL leads directly to KKR's career page where job listings are available.
189,CDW,www.cdw.com,https://www.cdw.com/careers,False,Suggested URL not accessible: https://www.cdw.com/careers
190,Booking Holdings,www.bookingholdings.com,https://careers.booking.com,False,Suggested URL not accessible: https://careers.booking.com
191,Synchrony,www.synchrony.com,https://www.synchronycareers.com/,True,This URL leads directly to Synchrony's career page where job listings are available. (Redirects to: https://www.synchronycareers.com/)
192,Quanta Services,www.quantaservices.com,https://www.quantaservices.com/careers,False,Suggested URL not accessible: https://www.quantaservices.com/careers
193,Jones Lang LaSalle,www.jll.com,https://www.jll.com/en-us/careers/,True,This URL leads directly to the job listings page for Jones Lang LaSalle and is accessible. (Redirects to: https://www.jll.com/en-us/careers/)
194,Discover Financial Services,www.discover.com,https://www.discover.com/careers/,True,This URL leads directly to Discover Financial Services' career page where job listings are available.
195,Tenet Healthcare,www.tenethealth.com,https://www.tenethealth.com/careers,False,Suggested URL not accessible: https://www.tenethealth.com/careers
196,Altria Group,www.altria.com,https://careers.altria.com/,True,The URL leads directly to the job listings page for Altria Group and is accessible. (Redirects to: https://careers.altria.com/)
197,Stryker,www.stryker.com,https://careers.stryker.com/,True,The URL leads directly to Stryker's job listings page and is accessible. (Redirects to: https://careers.stryker.com/)
198,Kimberly-Clark,www.kimberly-clark.com,https://www.kimberly-clark.com/en/careers/,False,Suggested URL not accessible: https://www.kimberly-clark.com/en/careers/
