category,title,company,location,work_model,salary_text,date_posted,company_size,h1b_sponsored,is_new_grad,qualifications,url
Data_Engineer,Data Engineer and Analyst,"Consulting
Cyber Security",Booz Allen Hamilton,,$62K-$141K /yr,2025-12-04,,,,"1. 1+ years of experience as a data analyst or data engineer working in a classified facility 2. Experience manipulating and working with complex data structures 3. Experience creating pipelines for retrieving, parsing, and processing structured and unstructured data 4. Experience developing workflows for reporting and analytics 5. Experience creating solutions within a collaborative, cross-functional team environment ...",https://jobright.ai/jobs/info/693244a0f131d96e4845a602?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Services Coordinator,Acelero Learning,"Children
Education",,$65000-$65000 /yr,2025-12-04,,,,"1. Bachelor's degree in Business Management, Information Systems, Administration, Data Analytics or a related field is required. 2. Minimum of 1 year of experience managing data from multiple systems is required. 3. Basic to intermediate proficiency with data management systems, databases, and Microsoft Excel. 4. Must have a valid driver's license and reliable transportation. 5. Must have reliable internet access. ...",https://jobright.ai/jobs/info/69321dd74c474121999f7191?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Associate Data Engineer - Remote,UnitedHealthcare,Hybrid,,$59K-$105K /yr,2025-12-04,,,,"1. Associates Degree or higher level of education or equivalent experience 2. 1+ years of experience with relational database management systems (eg Access, Microsoft SQL Server, Oracle) 3. 1+ years of experience performing data analysis and reporting 4. 1+ years of advanced level of proficiency with MS Office (eg Excel, Word, Outlook)",https://jobright.ai/jobs/info/69320b99fa28370be26c132e?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Caboodle ETL Developer I, II Epic-(100% Onsite)",PIH Health,Health Care,,$84K-$146K /yr,2025-12-03,5001-10000,,,"1. Strong analytical, technical, and troubleshooting skills 2. Demonstrated proficiency in writing SQL 3. Demonstrated proficiency with SQL Server Integration Services 4. Demonstrated proficiency in data architecting and data modeling 5. Demonstrating flexibility with respect to changing end ‐ user business needs ...",https://jobright.ai/jobs/info/6931111cfa28370be26b69ee?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data and ML Engineer Catalyst,Sanofi,Hybrid,,$86100-$124366.66 /yr,2025-12-03,,,,"1. Must have participated in the Sanofi Digital Co-Op program at some point during 2024 or 2025 and be eligible for a May/June 2026 start date. 2. Must be legally authorized to work for Sanofi in Canada. 3. An undergraduate degree or higher in a STEM field preferred, with foundational business knowledge. 4. Experience with any or all of: data storytelling, strategy planning, project management, agile ways of working, business analysis, data analysis, data visualization, executive reports. 5. Str",https://jobright.ai/jobs/info/6930c388ef4b48533d14ed88?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data and AI Engineer Catalyst,Sanofi,Hybrid,,$86100-$124366.66 /yr,2025-12-03,,,,"1. Must have participated in the Sanofi Digital Co-Op program at some point during 2024 or 2025 and be eligible for a May/June 2026 start date. 2. Must be legally authorized to work for Sanofi in Canada. 3. An undergraduate degree or higher in a STEM field preferred, with foundational business knowledge. 4. Experience with any or all of: data storytelling, strategy planning, project management, agile ways of working, business analysis, data analysis, data visualization, executive reports. 5. Str",https://jobright.ai/jobs/info/6930d74cfa28370be26b45de?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Jr Data Engineer,Accenture Federal Services,"Consulting
Finance",,$75500-$131200 /yr,2025-12-03,,,,,https://jobright.ai/jobs/info/6930ba07fa28370be26b2f25?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Information Technology Specialist 2 (Database Administrator), SG-18",New York State Department of Financial Services,Hybrid,,$67K-$85K /yr,2025-12-03,501-1000,,,1. Bachelor’s degree in computer science or a related field with at least 3 credit hours in a database and/or operating systems related course 2. Bachelor’s degree in computer science or a related field with at least 1 year of professional experience in database administration and/or systems administration 3. Strong knowledge of SQL and relational database concepts 4. Strong knowledge of Linux or other Unix-like environments 5. Strong knowledge of shell scripting ...,https://jobright.ai/jobs/info/68c0ddc7702aa35207ab1376?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Donor Database Coordinator,Jewish Federation of Greater Indianapolis,"Indianapolis, IN",,$45K-$55K /yr,2025-12-03,11-50,,,"1. Strong proficiency in Microsoft Office Suite. 2. Experience with database management (Microsoft Dynamics preferred); ability to troubleshoot and resolve data issues. 3. Excellent analytical skills and attention to detail. 4. Familiarity with e-philanthropy, direct mail, and volunteer coordination. 5. Strong organizational and project management skills; ability to prioritize in a fast-paced environment. ...",https://jobright.ai/jobs/info/69307762ef4b48533d14bcd0?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Software Engineer, Data Platform",Betterment,"Finance
Financial Services",,$110000-$135000 /yr,2025-12-03,501-1000,,,"1. 1-3 years of experience in data engineering in a cloud based environment with a good understanding of the modern data technology stack 2. Proficiency in SQL and Python 3. Familiarity with AWS technologies like RDS, Aurora, and Redshift, and general data engineering tooling like Kafka, Airflow, DBT, Terraform, and DataDog is a strong plus 4. Demonstrated ability to execute on projects, collaborate with cross-functional teams, and collaborate in decision-making 5. Strong analytical and problem-",https://jobright.ai/jobs/info/68f6962f9a63986de757ff1b?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Associate Database Administrator,ChenMed,"Health Care
Primary and Urgent Care",,$63K-$90K /yr,2025-12-03,,,,"1. Advanced understanding of MySQL, MS SQL, or other Relational database engines 2. Understanding of Non-Relational database engines such as MongoDB, REDIS, or Cassandra 3. Understanding of SQL management tools (such as MySQL Workbench) 4. Understanding of server resources and management 5. Basic understanding of supporting software development throughout the SDLC ...",https://jobright.ai/jobs/info/68cd80951ad6b16f0289a6b0?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Pipeline AgTech Engineer,Sensei Ag,Remote,,$77500-$107000 /yr,2025-12-03,51-100,,,"1. Minimum of 1 year of data pipeline and/or software engineering experience. 2. Solid understanding of data engineering fundamentals (design patterns, common practices) and what it takes to build high-volume data products and services. 3. Experience with Python, SQL, and Python data science libraries such as Pandas and PySpark. 4. Strong proficiency in querying and manipulating large datasets using SQL and Python. 5. Familiarity with efficient big data formats and an understanding of their trad",https://jobright.ai/jobs/info/69302b54fa28370be26af34a?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Operations Data Specialist,Trimble Inc.,Hybrid,,$24-$29 /hr,2025-12-03,,,,"1. Exceptional data management & analysis skills 2. Adept with Excel and Google Sheets, technical aptitude to pick up proprietary software 3. Meticulous attention to detail and exceptional problem-solving skills. 4. Strong ability to collaborate effectively within a team. 5. Keen eye for process improvement and innovation. ...",https://jobright.ai/jobs/info/68f7f542b0edcf159dc8cb17?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Development Database Specialist,Italian Home for Children,Hybrid,,$25-$30 /hr,2025-12-02,,,,"1. 1 year of work or relevant experience, including proficiency with database entry, or nonprofit experience, or fundraising environment 2. Proficiency with Microsoft Office required 3. Attention to detail and accuracy is required 4. Ability to work independently and take initiative 5. Excellent oral communication, interpersonal, and writing skills ...",https://jobright.ai/jobs/info/692fa7ebfa28370be26ac7c0?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Systems Specialist,"Family
Health Care",RFK Community Alliance,,$45K-$50K /yr,2025-12-02,,,,1. Excellent abilities in utilizing a variety of computer systems 2. Proficiency in Excel and other Microsoft office applications 3. Detail-oriented and well-organized analytical thinker 4. Strong task and time management skills 5. Strong understanding of data systems ...,https://jobright.ai/jobs/info/6931603bfa28370be26b884d?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Analyst - Portfolio Management,StepStone Group,"Banking
Financial Services",,$65000-$75000 /yr,2025-12-02,,,,"1. Bachelor’s degree in Finance, Economics, Accounting, Business Information Systems, or a related field 2. 1 year of relevant work experience in a related field 3. Proficiency in Python and SQL; familiarity with additional programming languages or tools is a plus. 4. Familiarity with version control tools (e.g., Git) and interest in learning about data management and cloud technologies. 5. Strong analytical, problem-solving, and communication skills, with attention to detail and a commitment to",https://jobright.ai/jobs/info/692f82a84c474121999dfde7?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Facility Info. Mgmt System Data Mgmt - Database Administrator,"Energy
Water",Savannah River Nuclear Solutions,,$55K-$76K /yr,2025-12-02,,,,1. Bachelor's degree in relevant field 2. Equivalencies to experience and education requirements will be considered,https://jobright.ai/jobs/info/693031f64c474121999e453c?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Specialist,,Music & Arts,,$17-$18 /hr,2025-12-02,5001-10000,,,"1. High School Diploma or equivalent 2. One year of relevant work experience required 3. Proficiency with MS Office (Outlook, Excel, Word) 4. Ability to utilize available resources, be a self-learner on essential processes and systems",https://jobright.ai/jobs/info/692f9284ef4b48533d146ec9?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer (Direct To Cell),"Advanced Materials
Aerospace",SpaceX,,$122K-$145K /yr,2025-12-02,,,,"1. Bachelor’s degree in computer science, data science, physics, mathematics, or a STEM discipline 2. 1+ years of data/software engineering experience (internship experience is applicable) 3. Experience in analytics, data science, or machine learning 4. Must be willing to work extended hours and weekends as needed",https://jobright.ai/jobs/info/68dae6dc07c157682e56f355?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"ITSM Data & Support Analyst, Deloitte Global Technology",Deloitte,Hybrid,,$69000-$114000 /yr,2025-12-02,,,,"1. At least 1 year of experience operating and/or managing within ServiceNow ITSM and CMDB spaces 2. Flexible work style, hours and telecommuting presence is required as this role interacts with our people globally on a regular basis 3. Demonstrated certification, training or understanding in the ServiceNow Common Services Data Model 4. Demonstrated experience working in a fast paced Agile based environment 5. Proven ability to manage support interactions effectively with a high level of satisfa",https://jobright.ai/jobs/info/6928e65fd47de4798ece3e1c?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer I,,Inspira Financial,,$69K-$80K /yr,2025-12-02,501-1000,,,"1. Proficiency in programming languages such as SQL/T-SQL, Python is essential. 2. Knowledge and competence with relational and noSQL databases (e.g., SQL Server, MongoDB) including proficiency with Data Definition Languages, Data Mark-Up Languages and ability to design and create database tables, views, functions and stored procedures. 3. Familiarity with the software development lifecycle (SDLC) is crucial. 4. Strong problem-solving abilities and the capacity to analyze complex technical chall",https://jobright.ai/jobs/info/69125c6ad1047e3565cfbc0f?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Database Management Associate (Hybrid NYC),"NFP, an Aon company",Hybrid,,$60K-$65K /yr,2025-12-02,,,,1. Hands-on experience with ETL and Microsoft Excel. 2. Capable of understanding business requirements and developing data models. 3. Excellent verbal and written communication and organizational skills. 4. Manages time effectively. 5. High attention to detail. ...,https://jobright.ai/jobs/info/68f6b0a176a51a4307bdd61b?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Associate Data Engineer,LOTTE BIOLOGICS,"Syracuse, NY",,$60K-$88K /yr,2025-12-02,,,,"1. Bachelor’s degree in Data Engineering, Data Analytics, Computer Science or related Engineering and/or Analytics disciplines preferred. 2. 1-3 years of work experience in a data engineering and/or data analytics role – Biologics production (process development and/or manufacturing), or medical devices preferred and is a plus. 3. Proficiency with MS Office Applications 4. Excellent problem-solving, presentation, verbal, and written communications skills 5. Experience with data engineering activ",https://jobright.ai/jobs/info/692ee13efa28370be26a633d?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Advanced Degree Software Engineer - Database Technologies,Oracle,Remote,,$68K-$158K /yr,2025-12-02,,,,"1. Visa sponsorship is not available for this role. For clarity purposes, this means that Oracle is not in a position now, or in the future, to offer US immigration sponsorship. This includes, but is not limited to, support of H-1B, TN, O-1, green card or F-1 e.g. EAD, OPT, CPT, I-20, F-1 visa stamp, etc. 2. Completed a Master’s or PhD in Computer Science, Computer Engineering, or an equivalent science/engineering field between by June 2026. 3. Are strongly proficient (i.e., able to complete cod",https://jobright.ai/jobs/info/69198f6245fb6f5ead8a98d3?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
