category,title,company,location,work_model,salary_text,date_posted,company_size,h1b_sponsored,is_new_grad,qualifications,url
Data_Engineer,Data Systems Coordinator,Michigan Afterschool Partnership,Hybrid,,$45K-$50K /yr,2025-12-05,11-50,,,"1. At least one year of related experience in data management and reporting 2. Proficiency in Microsoft Suite, Google Workspace, and virtual collaboration tools; comfort using databases and CRM systems. 3. Strong organizational skills and ability to manage multiple priorities, meetings, and deadlines. 4. Commitment to equity and expanding OST access for Michigan youth. 5. Works effectively in remote settings. ...",https://jobright.ai/jobs/info/693329eea0dde7020e2eaf1a?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Scientist/Engineer - Experienced or Recent Grad (Health Tech Startup) 🚀,United States,Remote,,$55K-$130K /yr,2025-12-05,1-10,,,"1. BS or MS in Computer Science, Mathematics, Data Science or other STEM field from a competitive university program. 2. At least one successful live project you can demonstrate or 3 prior substantial projects outside of a classroom setting, such as from an internship, personal interest, or business venture. 3. Relevant work with at least 2 years with a single employer and at least one major successful implementation you can discuss. 4. Proficiency with Python and its data science ecosystem, sta",https://jobright.ai/jobs/info/69330b6ef131d96e4845f637?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,SQL Developer,Berkshire Hathaway GUARD Insurance Companies,Hybrid,,"$65,00-$125,00 /yr",2025-12-05,501-1000,,,1. Proficiency in T-SQL or similar relational database development. 2. Experience with an object-oriented language (C# or Java preferred). 3. Basic understanding of version control systems (Git preferred). 4. Strong communication and problem-solving skills. 5. Ability to adapt to changing priorities in an Agile environment. ...,https://jobright.ai/jobs/info/691fea98a49a885af9a355a6?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Software Engineer Graduate (Data Arch - Data Ecosystem ) - 2026 (PhD),TikTok,"San Jose, CA",,$119K-$259K /yr,2025-12-05,,,,"1. PhD or Master’s degree in Computer Science or related technical field. 2. Experience building large-scale distributed systems, preferably in storage, stream processing, or ML infrastructure. 3. Solid understanding of Apache Flink internals, with hands-on experience in state management, connectors, or UDFs. 4. Familiarity with modern Lakehouse technologies such as Apache Paimon, Iceberg, Delta Lake, or Hudi, especially around incremental ingestion, schema evolution, and snapshot isolation.",https://jobright.ai/jobs/info/68cd81301ad6b16f0289a807?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer Graduate (E-commerce) - 2026 Start (BS/MS),TikTok,"San Jose, CA",,$119K-$259K /yr,2025-12-05,,,,"1. BS or MS degree in Computer Science or related technical field or equivalent practical experience 2. Experience in the Big Data technologies(Hadoop, M/R, Hive, Spark, Metastore, Presto, Flume, Kafka, ClickHouse, Flink etc.) 3. Experience with performing data analysis, data ingestion and data integration",https://jobright.ai/jobs/info/68ca4003f61c922772a75e49?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer and Analyst,"Consulting
Cyber Security",Booz Allen Hamilton,,$62K-$141K /yr,2025-12-04,,,,"1. 1+ years of experience as a data analyst or data engineer working in a classified facility 2. Experience manipulating and working with complex data structures 3. Experience creating pipelines for retrieving, parsing, and processing structured and unstructured data 4. Experience developing workflows for reporting and analytics 5. Experience creating solutions within a collaborative, cross-functional team environment ...",https://jobright.ai/jobs/info/693244a0f131d96e4845a602?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Services Coordinator,Acelero Learning,"Children
Education",,$65000-$65000 /yr,2025-12-04,,,,"1. Bachelor's degree in Business Management, Information Systems, Administration, Data Analytics or a related field is required. 2. Minimum of 1 year of experience managing data from multiple systems is required. 3. Basic to intermediate proficiency with data management systems, databases, and Microsoft Excel. 4. Must have a valid driver's license and reliable transportation. 5. Must have reliable internet access. ...",https://jobright.ai/jobs/info/69321dd74c474121999f7191?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Associate Data Engineer - Remote,UnitedHealthcare,Hybrid,,$59K-$105K /yr,2025-12-04,,,,"1. Associates Degree or higher level of education or equivalent experience 2. 1+ years of experience with relational database management systems (eg Access, Microsoft SQL Server, Oracle) 3. 1+ years of experience performing data analysis and reporting 4. 1+ years of advanced level of proficiency with MS Office (eg Excel, Word, Outlook)",https://jobright.ai/jobs/info/69320b99fa28370be26c132e?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Database Engineer,SHEIN Technology LLC,"San Diego, CA",,$101K-$167K /yr,2025-12-04,,,,"1. Bachelor's degree in Computer Science or Information Systems or equivalent technical discipline. 2. MySQL specific database experience. 3. 1-3 years of experience managing MySQL clusters at scale in production. 4. Production experience with Azure, AWS, GCP, or any other cloud provider. 5. Experience using AWS/GCP or any other cloud provider. ...",https://jobright.ai/jobs/info/68dc2da266059a42a715c513?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer (Remote),Stryker,Remote,,$69100-$107400 /yr,2025-12-03,,,,"1. Bachelor’s degree in Computer Science, Data Analytics, Mathematics, Statistics, Data Science, or related field. 2. Competency in at least one programming language used in data engineering (e.g., SQL, Python, Spark). 3. Familiarity with ETL/ELT processes, pipeline creation, and data warehouse architecture. 4. Understanding of object-oriented programming and data structures. 5. Basic knowledge of cloud platforms and tools (e.g., Azure, AWS, GCP).",https://jobright.ai/jobs/info/6931124cfa28370be26b6abb?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Caboodle ETL Developer I, II Epic-(100% Onsite)",PIH Health,Health Care,,$84K-$146K /yr,2025-12-03,5001-10000,,,"1. Strong analytical, technical, and troubleshooting skills 2. Demonstrated proficiency in writing SQL 3. Demonstrated proficiency with SQL Server Integration Services 4. Demonstrated proficiency in data architecting and data modeling 5. Demonstrating flexibility with respect to changing end ‐ user business needs ...",https://jobright.ai/jobs/info/6931111cfa28370be26b69ee?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Associate Cloud Data Engineer,CVS Health,Hybrid,,$62K-$124K /yr,2025-12-03,,,,"1. Experience with SQL/NoSQL 2. Python (or a comparable scripting language) 3. Data warehouses (such as data modeling and technical architectures) and infrastructure components 4. ETL/ELT, and building high-volume data pipelines 5. Reporting/analytic tools ...",https://jobright.ai/jobs/info/6930c4d54c474121999e89f0?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data and ML Engineer Catalyst,Sanofi,Hybrid,,$86100-$124366.66 /yr,2025-12-03,,,,"1. Must have participated in the Sanofi Digital Co-Op program at some point during 2024 or 2025 and be eligible for a May/June 2026 start date. 2. Must be legally authorized to work for Sanofi in Canada. 3. An undergraduate degree or higher in a STEM field preferred, with foundational business knowledge. 4. Experience with any or all of: data storytelling, strategy planning, project management, agile ways of working, business analysis, data analysis, data visualization, executive reports. 5. Str",https://jobright.ai/jobs/info/6930c388ef4b48533d14ed88?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data and AI Engineer Catalyst,Sanofi,Hybrid,,$86100-$124366.66 /yr,2025-12-03,,,,"1. Must have participated in the Sanofi Digital Co-Op program at some point during 2024 or 2025 and be eligible for a May/June 2026 start date. 2. Must be legally authorized to work for Sanofi in Canada. 3. An undergraduate degree or higher in a STEM field preferred, with foundational business knowledge. 4. Experience with any or all of: data storytelling, strategy planning, project management, agile ways of working, business analysis, data analysis, data visualization, executive reports. 5. Str",https://jobright.ai/jobs/info/6930d74cfa28370be26b45de?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Jr Data Engineer,Accenture Federal Services,"Consulting
Finance",,$75500-$131200 /yr,2025-12-03,,,,,https://jobright.ai/jobs/info/6930ba07fa28370be26b2f25?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Enterprise Performance Analytics Engineer,Care Access,Hybrid,,$80000-$110000 /yr,2025-12-03,501-1000,,,"1. Proven analytical and organizational skills to meet deadlines in an environment of often-changing priorities, conceptual thinker comfortable with ambiguity 2. Proficiency in SQL and data warehousing concepts 3. Understanding of data modeling concepts 4. Exposure to modern data stack tools 5. Understanding of version control systems ...",https://jobright.ai/jobs/info/6902389b98707b2b0fe6d3f7?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Information Technology Specialist 2 (Database Administrator), SG-18",New York State Department of Financial Services,Hybrid,,$67K-$85K /yr,2025-12-03,501-1000,,,1. Bachelor’s degree in computer science or a related field with at least 3 credit hours in a database and/or operating systems related course 2. Bachelor’s degree in computer science or a related field with at least 1 year of professional experience in database administration and/or systems administration 3. Strong knowledge of SQL and relational database concepts 4. Strong knowledge of Linux or other Unix-like environments 5. Strong knowledge of shell scripting ...,https://jobright.ai/jobs/info/68c0ddc7702aa35207ab1376?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Donor Database Coordinator,Jewish Federation of Greater Indianapolis,"Indianapolis, IN",,$45K-$55K /yr,2025-12-03,11-50,,,"1. Strong proficiency in Microsoft Office Suite. 2. Experience with database management (Microsoft Dynamics preferred); ability to troubleshoot and resolve data issues. 3. Excellent analytical skills and attention to detail. 4. Familiarity with e-philanthropy, direct mail, and volunteer coordination. 5. Strong organizational and project management skills; ability to prioritize in a fast-paced environment. ...",https://jobright.ai/jobs/info/69307762ef4b48533d14bcd0?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Software Engineer, Data Platform",Betterment,"Finance
Financial Services",,$110000-$135000 /yr,2025-12-03,501-1000,,,"1. 1-3 years of experience in data engineering in a cloud based environment with a good understanding of the modern data technology stack 2. Proficiency in SQL and Python 3. Familiarity with AWS technologies like RDS, Aurora, and Redshift, and general data engineering tooling like Kafka, Airflow, DBT, Terraform, and DataDog is a strong plus 4. Demonstrated ability to execute on projects, collaborate with cross-functional teams, and collaborate in decision-making 5. Strong analytical and problem-",https://jobright.ai/jobs/info/68f6962f9a63986de757ff1b?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Associate Database Administrator,ChenMed,"Health Care
Primary and Urgent Care",,$63K-$90K /yr,2025-12-03,,,,"1. Advanced understanding of MySQL, MS SQL, or other Relational database engines 2. Understanding of Non-Relational database engines such as MongoDB, REDIS, or Cassandra 3. Understanding of SQL management tools (such as MySQL Workbench) 4. Understanding of server resources and management 5. Basic understanding of supporting software development throughout the SDLC ...",https://jobright.ai/jobs/info/68cd80951ad6b16f0289a6b0?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Pipeline AgTech Engineer,Sensei Ag,Remote,,$77500-$107000 /yr,2025-12-03,51-100,,,"1. Minimum of 1 year of data pipeline and/or software engineering experience. 2. Solid understanding of data engineering fundamentals (design patterns, common practices) and what it takes to build high-volume data products and services. 3. Experience with Python, SQL, and Python data science libraries such as Pandas and PySpark. 4. Strong proficiency in querying and manipulating large datasets using SQL and Python. 5. Familiarity with efficient big data formats and an understanding of their trad",https://jobright.ai/jobs/info/69302b54fa28370be26af34a?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Operations Data Specialist,Trimble Inc.,Hybrid,,$24-$29 /hr,2025-12-03,,,,"1. Exceptional data management & analysis skills 2. Adept with Excel and Google Sheets, technical aptitude to pick up proprietary software 3. Meticulous attention to detail and exceptional problem-solving skills. 4. Strong ability to collaborate effectively within a team. 5. Keen eye for process improvement and innovation. ...",https://jobright.ai/jobs/info/68f7f542b0edcf159dc8cb17?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Cyber_Security,Associate Network Security Specialist,Boeing,Hybrid,,$81600-$118450 /yr,2025-12-05,,,,"Multi Location USA - Ridley Park, PA USA - Everett, WA USA - North Charleston, SC USA - Kent, WA USA - Seattle, WA USA - Hazelwood, MO",https://jobright.ai/jobs/info/6933aa97f131d96e48465b57?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Security Technician-SF,Presbyterian Healthcare Services,"Santa Fe, NM",,$22.56-$22.56 /hr,2025-12-05,,,,1. Less than one year experience in general security. 2. Must possess effective communication and written and documentation skills. 3. Must be able to perform all requirements and training of a security technician. 4. Must be able to demonstrate familiarization of hospital locations and operations within 6 months of hire date. 5. All facilities require the ability to drive a company owned vehicle. ...,https://jobright.ai/jobs/info/6933bef1f131d96e48466b3a?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Security Associate,Carvana,"Multi Location Belton, MO Tolleson, AZ",,$17-$20 /hr,2025-12-05,,,,"1. 1-2 years of experience within a customer service environment 2. Strong verbal and written communication skills 3. Proven track record of strong decision-making in a complex environment 4. Ability to relate well with others and establish strong working relationships 5. Ability to organize, plan, and execute multiple tasks in a fast-paced work environment ...",https://jobright.ai/jobs/info/6933988ca0dde7020e2ef826?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,"SOC Analyst I (Hybrid, Chicago, IL)","Asset Management
Banking",Hybrid,,Byline Bank,2025-12-05,,,,"1. Bachelor’s degree in information technology or Cybersecurity required. 2. 1+ years of SOC Analyst experience. 3. Basic understanding of incident response frameworks and threat intelligence concepts. 4. Familiarity with SIEM tools, EDR solutions, and log analysis. 5. Knowledge of firewalls, intrusion detection and prevention products. ...",https://jobright.ai/jobs/info/69212922a49a885af9a438c6?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Engagement Manager,"Cyber Security
Digital Media",Hybrid,,Akamai Technologies,2025-12-05,,,,"1. Master's degree or foreign equivalent in Computer Science, Software Engineering, Computer Engineering, Cybersecurity, Information Security, Electrical/Electronics Engineering, Telecommunications, Information Systems, or Information Technology & Management, plus one (1) year of experience in the job offered or closely related technical role. 2. Must have one (1) year of experience with the following: firewalls; troubleshooting network related issues; delivering security consulting engagements",https://jobright.ai/jobs/info/69334c1f764507023d1b3d84?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Entry-Level Software Engineer - Secure Networks & Protocols,Boeing,"Multi Location Oklahoma City, OK USA - Oklahoma City, OK",,$68000-$92000 /yr,2025-12-05,,,,"1. 1+ years of experience in Linux deployment and administration including bash scripting, remote access, and deployment 2. 1+ years of experience in basic networking, storage administration, and package management 3. 1+ years of experience in basic virtualization principles 4. 1+ years of experience in Containerization, and Kubernetes familiarity 5. Ability to obtain a Secret U.S. Security Clearance for which the US Government requires U.S. Citizenship",https://jobright.ai/jobs/info/69336aefa0dde7020e2edba5?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Junior Information Systems Security Officer (ISSO),Parsons Corporation,Hybrid,,$62K-$109K /yr,2025-12-05,,,,"1. Active Top Secret/SCI clearance with CI-Polygraph. 2. IAT-II Certification in accordance with DoD 8140 guidance such as Security+ | CE certification, or must be willing to obtain / maintain within 6 months of hire. 3. Associate’s Degree with 1+ year(s) of relevant experience OR HS/GED with 3 years of experience.",https://jobright.ai/jobs/info/6933ac6b764507023d1b80d2?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Associate Security Professional (2nd Shift - $21/Hr),Thrivent,"Appleton, WI",,$17-$23 /hr,2025-12-05,5001-10000,,,"1. Minimum age 18. 2. Valid Driver License. 3. High School Degree. 4. Customer service, security, or military experience. 5. Able to pass background check. ...",https://jobright.ai/jobs/info/69336450764507023d1b52f6?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,IT Specialist (INFOSEC),Greater Cleveland,Hybrid,,$89K-$120K /yr,2025-12-05,,,,"1. Must be a U.S. citizen 2. Tour of Duty: Set Schedule 3. Security Requirements: Critical Sensitive with Secret Access 4. Appointment is subject to the completion of a favorable suitability or fitness determination, where reciprocity cannot be applied; unfavorably adjudicated background checks will be grounds for removal. 5. Fair Labor Standards Act (FLSA): Exempt ...",https://jobright.ai/jobs/info/693072f5fa28370be26b0533?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Cybersecurity IT Specialist,Custom Manufacturing & Engineering,"Pinellas Park,FL,US",,$55000-$62000 /yr,2025-12-05,51-100,,,"1. Foundational understanding of cybersecurity principles and basic familiarity with NIST SP 800-171 or CMMC concepts. 2. Basic knowledge of Windows and Linux systems, Active Directory, networking fundamentals, and general IT troubleshooting. 3. Strong problem-solving mindset, willingness to learn, and attention to detail. 4. Clear communication skills and a customer focused attitude. 5. Curiosity, initiative, and the drive to grow into increasingly complex cybersecurity responsibilities. ...",https://jobright.ai/jobs/info/6933380a764507023d1b31ec?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Software Engineer 1 - Identity Security,Abnormal AI,Hybrid,,$128K-$165K /yr,2025-12-05,,,,"1. 1+ years building software applications. 2. Experience productionizing large-scale, data-intensive systems. 3. High velocity and creativity in solving technical challenges. 4. Experience & desire to adopt & improve AI-native development workflows. 5. Strong debugging with logs, metrics, and signals. ...",https://jobright.ai/jobs/info/69335a91a0dde7020e2ecfd6?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Security Officer Data Center Evenings,Allied Universal,US-PA-Harrisburg,,$16-$16 /hr,2025-12-05,,,,"1. Be at least 18 years of age for unarmed roles; 21+ years of age for armed roles. 2. Possess a high school diploma or equivalent. 3. As a condition of employment, applicants will be subject to a background investigation in accordance with all federal, state, and local laws. 4. Allied Universal will consider qualified applications with criminal histories in a manner consistent with applicable laws. 5. As a condition of employment, applicants will be subject to a drug screen to the extent permit",https://jobright.ai/jobs/info/693334d1a0dde7020e2eb5da?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Junior Cyber Operations Specialist,Leidos,"Orlando, FL",,$55250-$99875 /yr,2025-12-05,,,,"1. Bachelor’s Degree and 1+ year of experience or a Masters Degree. Additional experience maybe considered in lieu of a degree. 2. US Citizen with the ability to obtain and maintain at least a Secret clearance. 3. Must possess current DOD 8140 certification or obtain a certification within 6 months of hire 4. Strong foundation in networking, common ports and protocols, and traffic flow. Knowledge of the OSI model, defense-in-depth security principles, and common security elements for effective t",https://jobright.ai/jobs/info/693347ba764507023d1b3b2d?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Security Analyst - 100% onsite,Calance,"Arlington, TX",,$55-$60 /hr,2025-12-05,501-1000,,,1. High school diploma or general education degree (GED) 2. One to four years’ experience in an IT related field 3. Knowledge of IT Security Operations and Forensic Operations 4. Experience with computer networks 5. Experience with project management and delegation ...,https://jobright.ai/jobs/info/69331ff4764507023d1b25cd?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Security Product Engineer I - ArcGIS Enterprise,Esri,Hybrid,,$69K-$104K /yr,2025-12-05,5001-10000,,,"1. 1+ years of security application security experience (either in securing third-party applications or building applications) 2. Excellent technical problem-solving skills 3. Great communications skills, including the ability to communicate with team members at remote locations 4. Strong collaboration skills, especially the ability to work cross-team and lead efforts 5. Bachelor's in computer science, GIS or similar field",https://jobright.ai/jobs/info/68ddd365a125e75c422af3f2?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Defensive Cyberspace Operations (DCO) Analyst,"Tyto Athene, LLC","Colorado Springs, CO",,$100K-$120K /yr,2025-12-05,501-1000,,,"1. Active DoD TS/SCI clearance 2. Minimum of one (1) active DoD 8570.07-M Cyber Security Services Provider (CSSP) 'Analyst' or 'Incident Responder' certifications 3. CEH, CySA+, GCIH, GCIA, CFR, CCNA Cyber Ops, CCNA-Security, GICSP, Cloud+, SCYBER, PenTest+, CHFI or GCFA 4. 1-3 years of Cybersecurity/IT experience 5. Experience performing Continuous Cybersecurity Monitoring, Intrusion Detection and Cyber Incident Response. ...",https://jobright.ai/jobs/info/693331f2a0dde7020e2eb3be?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,GRC Analyst,Uplight,Remote,,$84K-$90K /yr,2025-12-05,,,,"1. 1-3 years of experience in a GRC and/or security position 2. Experience of 3rd party/vendor risk management processes 3. Experience in working with the sales team to complete Requests for Proposals and security questionnaires 4. Understanding of GRC processes such as policy management, risk assessment, and IT audit 5. Exposure to public cloud and cloud security concepts in environments like AWS, Azure or GCP ...",https://jobright.ai/jobs/info/6917881045fb6f5ead89bc56?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Splunk Cloud Engineer - Associate,"Banking
Finance",Hybrid,,Deutsche Bank,2025-12-05,,,,"1. Bachelors Degree or equivalent experience required 2. Experienced in Splunk developing, onboarding and SIEM engineering along with Splunk universal forwarders, heavy forwarders and indexers 3. Expertise in Splunk SPL for data validation and dashboards 4. Proficiency in data parsing and field extractions using props.conf, transforms.conf and Regex",https://jobright.ai/jobs/info/692fdf35ef4b48533d1494b3?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Hiring Event for Data Center Security Officers - Offers on the Spot!,Securitas Group,"South Bend, IN",,$19-$23 /hr,2025-12-05,,,,1. Ability to assess situations and make informed decisions. 2. Diligent in monitoring and assessing environments. 3. Ability to adhere to protocols and guidelines. 4. Exceptional Customer Service Skills. 5. Clear and effective communication is essential. ...,https://jobright.ai/jobs/info/69330b0ef131d96e4845f603?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Data Protection Analyst,United States,Remote,,$60K-$70K /yr,2025-12-05,,,,"1. Bachelor's degree in Cybersecurity, Information Technology, Computer Science, or related fields. (Or equivalent work experience) 2. Familiarity with basic cybersecurity concepts, including malware, phishing, and common attack vectors 3. Basic understanding of data risk management and prevention controls 4. Proficiency in using Security Information and Event Management (SIEM) tools. Familiarity with endpoint protection platforms and related technologies 5. Ability to communicate technical info",https://jobright.ai/jobs/info/69162eef6f36db06ef0538c4?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Information Systems Security Engineers (Multiple Levels),Noblis,"Philadelphia, PA",,$72K-$172K /yr,2025-12-05,,,,"1. Minimum Education: Bachelor's degree OR High school diploma 2. Minimum Experience: 2 - 5+ Years of practical experience in a Cybersecurity, Engineering, T&E or A&A (formerly C&A) related field. 3. Have worked with Information Assurance tools such as DISA Enterprise Mission Assurance Support Service (eMASS), Assured Compliance Assessment Solution (ACAS) and may be required to hold an Interim Security Control Assessor qualification. 4. Active DoD Secret clearance and US citizenship 5. Minimum E",https://jobright.ai/jobs/info/69330d4ba0dde7020e2ea289?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
