category,title,company,location,work_model,salary_text,date_posted,company_size,h1b_sponsored,is_new_grad,qualifications,url
Data_Engineer,Data Engineer Graduate (E-commerce) - 2026 Start (BS/MS),TikTok,"San Jose, CA",,$119K-$259K /yr,2025-12-05,,,,"1. BS or MS degree in Computer Science or related technical field or equivalent practical experience 2. Experience in the Big Data technologies(Hadoop, M/R, Hive, Spark, Metastore, Presto, Flume, Kafka, ClickHouse, Flink etc.) 3. Experience with performing data analysis, data ingestion and data integration",https://jobright.ai/jobs/info/68ca4003f61c922772a75e49?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Engineer and Analyst,"Consulting
Cyber Security",Booz Allen Hamilton,,$62K-$141K /yr,2025-12-04,,,,"1. 1+ years of experience as a data analyst or data engineer working in a classified facility 2. Experience manipulating and working with complex data structures 3. Experience creating pipelines for retrieving, parsing, and processing structured and unstructured data 4. Experience developing workflows for reporting and analytics 5. Experience creating solutions within a collaborative, cross-functional team environment ...",https://jobright.ai/jobs/info/693244a0f131d96e4845a602?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Data Services Coordinator,Acelero Learning,"Children
Education",,$65000-$65000 /yr,2025-12-04,,,,"1. Bachelor's degree in Business Management, Information Systems, Administration, Data Analytics or a related field is required. 2. Minimum of 1 year of experience managing data from multiple systems is required. 3. Basic to intermediate proficiency with data management systems, databases, and Microsoft Excel. 4. Must have a valid driver's license and reliable transportation. 5. Must have reliable internet access. ...",https://jobright.ai/jobs/info/69321dd74c474121999f7191?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,"Communications Infrastructure
Enterprise Software",Cisco,"San Jose, CA",,$44K-$185K /yr,2025-12-04,,,,"1. Currently enrolled in a certification program (e.g., Boot Camp, Apprenticeship, Community College or 4-Year University with 2 years of relevant experience) or currently enrolled in a graduate degree program with 0 years of relevant experience. 2. Experience writing, debugging, and maintaining code in Python or other scripting languages (such as Bash), with a focus on automating tasks, workflows, or processes. 3. Understanding of security protocols and principles (e.g., TLS/SSL, SSH, OAuth, SA",https://jobright.ai/jobs/info/69323251fa28370be26c2f90?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Associate Data Engineer - Remote,UnitedHealthcare,Hybrid,,$59K-$105K /yr,2025-12-04,,,,"1. Associates Degree or higher level of education or equivalent experience 2. 1+ years of experience with relational database management systems (eg Access, Microsoft SQL Server, Oracle) 3. 1+ years of experience performing data analysis and reporting 4. 1+ years of advanced level of proficiency with MS Office (eg Excel, Word, Outlook)",https://jobright.ai/jobs/info/69320b99fa28370be26c132e?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Data_Engineer,Database Engineer,SHEIN Technology LLC,"San Diego, CA",,$101K-$167K /yr,2025-12-04,,,,"1. Bachelor's degree in Computer Science or Information Systems or equivalent technical discipline. 2. MySQL specific database experience. 3. 1-3 years of experience managing MySQL clusters at scale in production. 4. Production experience with Azure, AWS, GCP, or any other cloud provider. 5. Experience using AWS/GCP or any other cloud provider. ...",https://jobright.ai/jobs/info/68dc2da266059a42a715c513?utm_source=1114&utm_campaign=New%20Grad%20Data%20Engineer
Cyber_Security,Product Security Engineers,Boeing,"Berkeley, MO",,$76500-$103500 /yr,2025-12-06,,,,"1. Bachelor of Science degree in Engineering, Engineering Technology (including Manufacturing Technology), Computer Science, Data Science, Mathematics, Physics, Chemistry or non-US equivalent qualifications directly related to the work statement 2. Ability to obtain Secret US Security clearance (post start)",https://jobright.ai/jobs/info/69349df8f131d96e4846b4a5?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Associate Industrial Security Specialist,Boeing,"Seal Beach, CA",,$73100-$98900 /yr,2025-12-06,,,,"1. Successfully completed a Tier 5 Investigation (T5), formerly known as a Single Scope Background Investigation (SSBI) by the federal government within the last 5 years 2. 1+ year of experience in Industrial Security 3. 1+ year of experience working in one or a combination of the following domains: NISP, SAP and/or SCI 4. 1+ year of experience in personnel security administration, physical security, communications security and/or other programmatic security-related field",https://jobright.ai/jobs/info/69349d4af131d96e4846b47d?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,"Full Stack Software Engineer, Security (Starlink)",SpaceX,"Sunnyvale, CA",,$130000-$180000 /yr,2025-12-06,,,,"1. Bachelor's degree in computer science, engineering, or a STEM discipline and 1+ years of professional experience; OR 3+ years of professional experience building software in lieu of a degree (internship experience is applicable) 2. Develop secure, well-architected, responsive, and performant full-stack web applications using .NET Core microservices in Kubernetes with a React and Angular frontend 3. Develop highly reliable, available, maintainable, and scalable software systems 4. Deliver expe",https://jobright.ai/jobs/info/690e4849d046ab6061cfbe20?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,"Technical Analyst, Cyber Risk Management Reporting, Deloitte Global Technology",Deloitte,Hybrid,,$69000-$114000 /yr,2025-12-06,,,,"Multi Location Halifax, Nova Scotia, Canada Toronto, Ontario, Canada Saint John, New Brunswick, Canada Edmonton, Alberta, Canada",https://jobright.ai/jobs/info/6929129cd47de4798ece4359?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Network Security Deployment Engineer - Associate,Deutsche Bank,Hybrid,,"Jacksonville, FL",2025-12-06,,,,"1. Experience in a corporate global network environment with a focus on network security 2. Proficiency in configuring and supporting Check Point management servers 3. Familiarity with proxy platform troubleshooting, including SkyHigh and Zscaler 4. Strong understanding of firewall deployment and network protocols. 5. Ability to document and execute network changes effectively ...",https://jobright.ai/jobs/info/6933a189a0dde7020e2efbe1?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,KYC Analyst (Japanese bilingual),Mizuho,"New York, NY",,"Banking
Financial Services",2025-12-06,,,,1. English / Japanese bilingual (reading/writing/speaking) 2. Ability to understand policies and procedures written in Japanese and English 3. Excellent business e-mail writing skill 4. Excellent interpersonal skill 5. Ability to work independently without immediate supervision and direction,https://jobright.ai/jobs/info/688bfd0d1808534a89cb7a0e?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Product Security Engineer,Chime,Hybrid,,"Banking
Financial Services",2025-12-06,,,,"1. 1–3 years of experience in a security role, or in a development role with a focus on or enthusiasm for security 2. Flexibility and a willingness to take on a variety of tasks in different security domains 3. Practical coding experience preferably in Go, Python, or Ruby 4. Hands-on experience with AWS and ideally GCP 5. Exposure to cloud and application security concepts",https://jobright.ai/jobs/info/68e0338bf758fe1f97e4aca6?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Information Security Engineer - Generalist,Artificial Intelligence (AI),"Palo Alto, CA",,$150K-$250K /yr,2025-12-06,,,,"1. Bachelor's degree in Computer Science, Cybersecurity, or a related field 2. 1-3 years of experience in cybersecurity, with exposure to detection, application, or infrastructure security 3. Proficiency in at least one scripting language (e.g., Python, Bash, Rust) for automation and tool development 4. Familiarity with cloud platforms (e.g., AWS, GCP, Azure) and their security features 5. Understanding of cybersecurity principles, common vulnerabilities, and attack vectors ...",https://jobright.ai/jobs/info/68520146c65682cd1117fc7f?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Software Engineer I (Security),DigitalOcean,Remote,,$71K-$88K /yr,2025-12-06,,,,"1. 1-2+ years of experience in software engineering. 2. Solid programming skills in Go. Python/Node.js are a plus. 3. Experience with or strong desire to learn full stack development in React.js and GraphQL. 4. Familiarity with database engines like mySQL, Redis. 5. Familiarity with containerization and Kubernetes. ...",https://jobright.ai/jobs/info/68f16d53ef766b3f0fd0ded4?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Solutions Engineer,Fortress Information Security,Hybrid,,$75000-$110000 /yr,2025-12-06,,,,"1. 1–2 years of experience in a technical role (e.g., IT, cybersecurity, risk management, or solutions engineering). 2. Experience in customer-facing or support roles, ideally with defense or government clients. 3. Strong communication skills with the ability to translate technical concepts into clear, actionable information. 4. Foundational understanding of cybersecurity frameworks (e.g., NIST, CMMC, ISO 27001) and supply chain security principles. 5. Familiarity with process documentation, sol",https://jobright.ai/jobs/info/68dedc83a125e75c422b7761?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Software Engineer Graduate (Data Security-US) - 2026 Start (BS/MS),ByteDance,"San Jose, CA",,$119K-$187K /yr,2025-12-06,,,,"1. BS degree in Computer Science, Computer Engineering, Electrical Engineering 2. Excellent programming, debugging, and optimization skills in general purpose programming languages 3. Ability to think critically and to formulate solutions to problems in a clear, concise and timely manner 4. Experience working with two or more from the following: web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, developing large software system",https://jobright.ai/jobs/info/690d193bd046ab6061cf2b65?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,"Cyber Knowledge Manager, Mid",Booz Allen Hamilton,"San Antonio, TX",,$62K-$141K /yr,2025-12-06,,,,"1. 1+ years of experience in knowledge management within DoD 2. Experience with SharePoint, Teams, and collaborative tool administration 3. Experience with data management, including metadata tagging, enterprise search optimization, and automated workflow development 4. Experience creating, maintaining, and securing digital repositories, wikis, and document libraries in classified settings 5. Experience with DoD records management policies, data governance, and information assurance requirements",https://jobright.ai/jobs/info/6917e0e8bcdbf3560c9cc3d4?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,CNO Analyst and Programmer,Booz Allen Hamilton,"Annapolis Junction, MD",,$53K-$108K /yr,2025-12-06,,,,"1. Experience in low-level development, computer security, or network security 2. Experience in CNO disciplines of network, hardware, or software protection and exploitation 3. TS/SCI clearance with a polygraph 4. HS diploma or GED",https://jobright.ai/jobs/info/6917e31d15b415636717c77c?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Information System Security Engineer,Booz Allen Hamilton,"San Antonio, TX",,$62K-$141K /yr,2025-12-06,,,,"1. 1+ years of experience in an ISSE, ISSO, or IT role 2. Experience with DoD architecture, strategic planning, concept of operations, performance attributes, system architecture and design, evolving methodologies, and statutory or regulatory requirements 3. Experience with Security Information and Event Management (SIEM) systems such as Splunk, Elastic, Logstash, or Kibana 4. Experience with cybersecurity tools and technologies such as IDS/IPS, firewalls, host-based security, or Identity and Ac",https://jobright.ai/jobs/info/69317cc5fa28370be26bc201?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Electronic Security Banking Specialist 1,Convergint,Remote,,$25-$30 /hr,2025-12-06,,,,"1. Working knowledge of drive up, locking and electronic systems specific to banking industry. 2. Basic knowledge of Digital Video Recorders (DVR’s) and Network Video Recorders (NVR’s) connected to the remote system. 3. Solid knowledge of mechanical and electrical systems. 4. Customer Focus – Maintaining awareness of and seeking to meet of the needs and wants of the customer. 5. Strong communication skills both oral and written. ...",https://jobright.ai/jobs/info/690d1d214a1b456627b1deb2?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,"Security Project Technician - Columbia, MD",Convergint,Remote,,$27-$49 /hr,2025-12-05,,,,"1. Exceptional customer focus and ability to work under pressure; ability to maintain awareness of and seek to meet the needs and wants of the customer without being prompted. 2. Willing to learn technical skills and/or experience related to fire alarm systems, and/or electronic security systems. 3. To be a self-starter and work well with direct supervision. 4. Solid mechanical and electrical aptitude (e.g. works with a variety of hand and power tools such as drill, screwdriver, wire stripper, h",https://jobright.ai/jobs/info/690a36a7d046ab6061cda168?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,"Security Project Technician - Peoria, IL",Convergint,Remote,,$24-$30 /hr,2025-12-05,,,,"1. Exceptional customer focus and ability to work under pressure; ability to maintain awareness of and seek to meet the needs and wants of the customer without being prompted. 2. Willing to learn technical skills and/or experience related to fire alarm systems, and/or electronic security systems. 3. To be a self-starter and work well with direct supervision. 4. Solid mechanical and electrical aptitude (e.g. works with a variety of hand and power tools such as drill, screwdriver, wire stripper, h",https://jobright.ai/jobs/info/68e573a6b99ec3563b0f4d1e?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Associate Network Security Specialist,Boeing,Hybrid,,$81600-$118450 /yr,2025-12-05,,,,"Multi Location USA - Ridley Park, PA USA - Everett, WA USA - North Charleston, SC USA - Kent, WA USA - Seattle, WA USA - Hazelwood, MO",https://jobright.ai/jobs/info/6933aa97f131d96e48465b57?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Security Technician-SF,Presbyterian Healthcare Services,"Santa Fe, NM",,$15-$22 /hr,2025-12-05,,,,1. Less than one year experience in general security. 2. Must possess effective communication and written and documentation skills. 3. Must be able to perform all requirements and training of a security technician. 4. Must be able to demonstrate familiarization of hospital locations and operations within 6 months of hire date. 5. All facilities require the ability to drive a company owned vehicle. ...,https://jobright.ai/jobs/info/6933bef1f131d96e48466b3a?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Security Associate,Carvana,"Multi Location Belton, MO Tolleson, AZ",,$17-$20 /hr,2025-12-05,,,,"1. 1-2 years of experience within a customer service environment 2. Strong verbal and written communication skills 3. Proven track record of strong decision-making in a complex environment 4. Ability to relate well with others and establish strong working relationships 5. Ability to organize, plan, and execute multiple tasks in a fast-paced work environment ...",https://jobright.ai/jobs/info/6933988ca0dde7020e2ef826?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,"SOC Analyst I (Hybrid, Chicago, IL)","Asset Management
Banking",Hybrid,,Byline Bank,2025-12-05,,,,"1. Bachelor’s degree in information technology or Cybersecurity required. 2. 1+ years of SOC Analyst experience. 3. Basic understanding of incident response frameworks and threat intelligence concepts. 4. Familiarity with SIEM tools, EDR solutions, and log analysis. 5. Knowledge of firewalls, intrusion detection and prevention products. ...",https://jobright.ai/jobs/info/69212922a49a885af9a438c6?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Engagement Manager,"Cyber Security
Digital Media",Hybrid,,Akamai Technologies,2025-12-05,,,,"1. Master's degree or foreign equivalent in Computer Science, Software Engineering, Computer Engineering, Cybersecurity, Information Security, Electrical/Electronics Engineering, Telecommunications, Information Systems, or Information Technology & Management, plus one (1) year of experience in the job offered or closely related technical role. 2. Must have one (1) year of experience with the following: firewalls; troubleshooting network related issues; delivering security consulting engagements",https://jobright.ai/jobs/info/69334c1f764507023d1b3d84?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Entry-Level Software Engineer - Secure Networks & Protocols,Boeing,"Multi Location Oklahoma City, OK USA - Oklahoma City, OK",,$68000-$92000 /yr,2025-12-05,,,,"1. 1+ years of experience in Linux deployment and administration including bash scripting, remote access, and deployment 2. 1+ years of experience in basic networking, storage administration, and package management 3. 1+ years of experience in basic virtualization principles 4. 1+ years of experience in Containerization, and Kubernetes familiarity 5. Ability to obtain a Secret U.S. Security Clearance for which the US Government requires U.S. Citizenship",https://jobright.ai/jobs/info/69336aefa0dde7020e2edba5?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Junior Information Systems Security Officer (ISSO),Parsons Corporation,Hybrid,,$62K-$109K /yr,2025-12-05,,,,"1. Active Top Secret/SCI clearance with CI-Polygraph. 2. IAT-II Certification in accordance with DoD 8140 guidance such as Security+ | CE certification, or must be willing to obtain / maintain within 6 months of hire. 3. Associate’s Degree with 1+ year(s) of relevant experience OR HS/GED with 3 years of experience.",https://jobright.ai/jobs/info/6933ac6b764507023d1b80d2?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Associate Security Professional (2nd Shift - $21/Hr),Thrivent,"Appleton, WI",,$17-$23 /hr,2025-12-05,5001-10000,,,"1. Minimum age 18. 2. Valid Driver License. 3. High School Degree. 4. Customer service, security, or military experience. 5. Able to pass background check. ...",https://jobright.ai/jobs/info/69336450764507023d1b52f6?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,IT Specialist (INFOSEC),Greater Cleveland,Hybrid,,$89K-$120K /yr,2025-12-05,,,,"1. Must be a U.S. citizen 2. Tour of Duty: Set Schedule 3. Security Requirements: Critical Sensitive with Secret Access 4. Appointment is subject to the completion of a favorable suitability or fitness determination, where reciprocity cannot be applied; unfavorably adjudicated background checks will be grounds for removal. 5. Fair Labor Standards Act (FLSA): Exempt ...",https://jobright.ai/jobs/info/693072f5fa28370be26b0533?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
Cyber_Security,Software Engineer 1 - Identity Security,Abnormal AI,Hybrid,,$128K-$165K /yr,2025-12-05,,,,"1. 1+ years building software applications. 2. Experience productionizing large-scale, data-intensive systems. 3. High velocity and creativity in solving technical challenges. 4. Experience & desire to adopt & improve AI-native development workflows. 5. Strong debugging with logs, metrics, and signals. ...",https://jobright.ai/jobs/info/69335a91a0dde7020e2ecfd6?utm_source=1114&utm_campaign=New%20Grad%20Cyber%20Security
